award_id,source_award_id,notice_id,procedure_id,lot_id,award_date,award_status,award_value,currency_code,source_id,source_file_id,source_record_id,collected_at
awd_00078,RES-0001,not_0022,pro_0004,lot_00078,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0022,lot_result:RES-0001,2026-08-19
awd_00079,RES-0001,not_0023,pro_0021,lot_00079,2000-01-01,selec-w,390412.8,EUR,src_ted_opendata,file_ted_0023,lot_result:RES-0001,2026-08-19
awd_00080,RES-0005,not_0024,pro_0022,lot_00084,2000-01-01,selec-w,8600,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0005,2026-08-19
awd_00081,RES-0002,not_0024,pro_0022,lot_00081,2000-01-01,selec-w,43723.8,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0002,2026-08-19
awd_00082,RES-0007,not_0024,pro_0022,lot_00086,2000-01-01,selec-w,292.5,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0007,2026-08-19
awd_00083,RES-0004,not_0024,pro_0022,lot_00083,2000-01-01,selec-w,4370.8,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0004,2026-08-19
awd_00084,RES-0003,not_0024,pro_0022,lot_00082,2000-01-01,selec-w,38160,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0003,2026-08-19
awd_00085,RES-0008,not_0024,pro_0022,lot_00087,2000-01-01,selec-w,7300.8,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0008,2026-08-19
awd_00086,RES-0006,not_0024,pro_0022,lot_00085,2000-01-01,selec-w,29880,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0006,2026-08-19
awd_00087,RES-0001,not_0024,pro_0022,lot_00080,2000-01-01,selec-w,965580,RON,src_ted_opendata,file_ted_0024,lot_result:RES-0001,2026-08-19
awd_00088,RES-0009,not_0024,pro_0022,lot_00088,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0024,lot_result:RES-0009,2026-08-19
awd_00089,RES-0001,not_0025,pro_0023,lot_00089,1970-01-01,selec-w,559008,EUR,src_ted_opendata,file_ted_0025,lot_result:RES-0001,2026-08-19
awd_00090,RES-0001,not_0026,pro_0024,lot_00090,2000-01-01,selec-w,4000,EUR,src_ted_opendata,file_ted_0026,lot_result:RES-0001,2026-08-19
awd_00091,RES-0001,not_0027,pro_0025,lot_00091,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0027,lot_result:RES-0001,2026-08-19
awd_00092,RES-0001,not_0028,pro_0026,lot_00092,2000-01-01,selec-w,5959833,PLN,src_ted_opendata,file_ted_0028,lot_result:RES-0001,2026-08-19
awd_00093,RES-0001,not_0029,pro_0027,lot_00093,2000-01-01,selec-w,1080000,EUR,src_ted_opendata,file_ted_0029,lot_result:RES-0001,2026-08-19
awd_00094,RES-0001,not_0030,pro_0028,lot_00094,2000-01-01,selec-w,1860000.00,PLN,src_ted_opendata,file_ted_0030,lot_result:RES-0001,2026-08-19
awd_00095,RES-0001,not_0031,pro_0029,lot_00095,2024-11-14,selec-w,400815.91,EUR,src_ted_opendata,file_ted_0031,lot_result:RES-0001,2026-08-19
awd_00096,RES-0001,not_0032,pro_0030,lot_00096,2000-01-01,selec-w,1050380,EUR,src_ted_opendata,file_ted_0032,lot_result:RES-0001,2026-08-19
awd_00097,RES-0001,not_0033,pro_0031,lot_00097,2000-01-01,selec-w,243621.36,EUR,src_ted_opendata,file_ted_0033,lot_result:RES-0001,2026-08-19
awd_00098,RES-0002,not_0033,pro_0031,lot_00097,2000-01-01,selec-w,334117.78,EUR,src_ted_opendata,file_ted_0033,lot_result:RES-0002,2026-08-19
awd_00099,RES-0003,not_0033,pro_0031,lot_00097,2000-01-01,selec-w,6931.35,EUR,src_ted_opendata,file_ted_0033,lot_result:RES-0003,2026-08-19
awd_00100,RES-0001,not_0034,pro_0032,lot_00098,2000-01-01,selec-w,33830.0000,EUR,src_ted_opendata,file_ted_0034,lot_result:RES-0001,2026-08-19
awd_00101,RES-0002,not_0034,pro_0032,lot_00099,2000-01-01,selec-w,33990.0000,EUR,src_ted_opendata,file_ted_0034,lot_result:RES-0002,2026-08-19
awd_00102,RES-0003,not_0034,pro_0032,lot_00100,2000-01-01,selec-w,16990.0000,EUR,src_ted_opendata,file_ted_0034,lot_result:RES-0003,2026-08-19
awd_00103,RES-0001,not_0035,pro_0033,lot_00101,2000-01-01,selec-w,1025724,PLN,src_ted_opendata,file_ted_0035,lot_result:RES-0001,2026-08-19
awd_00104,RES-0001,not_0036,pro_0034,lot_00102,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0036,lot_result:RES-0001,2026-08-19
awd_00105,RES-0002,not_0036,pro_0034,lot_00103,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0036,lot_result:RES-0002,2026-08-19
awd_00106,RES-0003,not_0036,pro_0034,lot_00104,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0036,lot_result:RES-0003,2026-08-19
awd_00107,RES-0003,not_0037,pro_0035,lot_00105,2024-12-30,selec-w,2243086.84,EUR,src_ted_opendata,file_ted_0037,lot_result:RES-0003,2026-08-19
awd_00108,RES-0001,not_0038,pro_0004,lot_00106,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0038,lot_result:RES-0001,2026-08-19
awd_00109,RES-0001,not_0039,pro_0036,lot_00107,2024-12-31,selec-w,987500.00,BGN,src_ted_opendata,file_ted_0039,lot_result:RES-0001,2026-08-19
awd_00110,RES-0002,not_0039,pro_0036,lot_00108,2024-12-31,selec-w,908500.00,BGN,src_ted_opendata,file_ted_0039,lot_result:RES-0002,2026-08-19
awd_00111,RES-0001,not_0040,pro_0037,lot_00109,2000-01-01,selec-w,471932.86,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0001,2026-08-19
awd_00112,RES-0002,not_0040,pro_0037,lot_00110,2000-01-01,selec-w,305793.81,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0002,2026-08-19
awd_00113,RES-0003,not_0040,pro_0037,lot_00111,2000-01-01,selec-w,126421.89,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0003,2026-08-19
awd_00114,RES-0004,not_0040,pro_0037,lot_00112,2000-01-01,selec-w,149508.02,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0004,2026-08-19
awd_00115,RES-0005,not_0040,pro_0037,lot_00113,2000-01-01,selec-w,72265.25,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0005,2026-08-19
awd_00116,RES-0006,not_0040,pro_0037,lot_00114,2000-01-01,selec-w,355636.41,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0006,2026-08-19
awd_00117,RES-0007,not_0040,pro_0037,lot_00115,2000-01-01,selec-w,24263.14,PLN,src_ted_opendata,file_ted_0040,lot_result:RES-0007,2026-08-19
awd_00118,RES-0008,not_0040,pro_0037,lot_00116,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0040,lot_result:RES-0008,2026-08-19
awd_00119,RES-0001,not_0041,pro_0038,lot_00117,2024-12-26,selec-w,1408141.89,EUR,src_ted_opendata,file_ted_0041,lot_result:RES-0001,2026-08-19
awd_00120,RES-0002,not_0041,pro_0038,lot_00118,2024-12-26,selec-w,1462678.47,EUR,src_ted_opendata,file_ted_0041,lot_result:RES-0002,2026-08-19
awd_00121,RES-0001,not_0042,pro_0039,lot_00119,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0042,lot_result:RES-0001,2026-08-19
awd_00122,RES-0004,not_0042,pro_0039,lot_00122,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0042,lot_result:RES-0004,2026-08-19
awd_00123,RES-0003,not_0042,pro_0039,lot_00121,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0042,lot_result:RES-0003,2026-08-19
awd_00124,RES-0002,not_0042,pro_0039,lot_00120,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0042,lot_result:RES-0002,2026-08-19
awd_00125,RES-0009,not_0043,pro_0040,lot_00131,2000-01-01,selec-w,20439.4,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0009,2026-08-19
awd_00126,RES-0016,not_0043,pro_0040,lot_00138,2000-01-01,selec-w,49709.44,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0016,2026-08-19
awd_00127,RES-0013,not_0043,pro_0040,lot_00135,2000-01-01,selec-w,22415,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0013,2026-08-19
awd_00128,RES-0005,not_0043,pro_0040,lot_00127,2000-01-01,selec-w,2090.9,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0005,2026-08-19
awd_00129,RES-0004,not_0043,pro_0040,lot_00126,2000-01-01,selec-w,14082.14,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0004,2026-08-19
awd_00130,RES-0001,not_0043,pro_0040,lot_00123,2000-01-01,selec-w,48411.25,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0001,2026-08-19
awd_00131,RES-0006,not_0043,pro_0040,lot_00128,2000-01-01,selec-w,1686,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0006,2026-08-19
awd_00132,RES-0012,not_0043,pro_0040,lot_00134,2000-01-01,selec-w,6747.9,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0012,2026-08-19
awd_00133,RES-0003,not_0043,pro_0040,lot_00125,2000-01-01,selec-w,7900,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0003,2026-08-19
awd_00134,RES-0014,not_0043,pro_0040,lot_00136,2000-01-01,selec-w,11778.8,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0014,2026-08-19
awd_00135,RES-0015,not_0043,pro_0040,lot_00137,2000-01-01,selec-w,85243.2,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0015,2026-08-19
awd_00136,RES-0007,not_0043,pro_0040,lot_00129,2000-01-01,selec-w,30425.6,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0007,2026-08-19
awd_00137,RES-0011,not_0043,pro_0040,lot_00133,2000-01-01,selec-w,45083,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0011,2026-08-19
awd_00138,RES-0010,not_0043,pro_0040,lot_00132,2000-01-01,selec-w,62464.1,RON,src_ted_opendata,file_ted_0043,lot_result:RES-0010,2026-08-19
awd_00139,RES-0002,not_0043,pro_0040,lot_00124,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0043,lot_result:RES-0002,2026-08-19
awd_00140,RES-0008,not_0043,pro_0040,lot_00130,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0043,lot_result:RES-0008,2026-08-19
awd_00141,RES-0001,not_0044,pro_0041,lot_00139,2000-01-01,selec-w,3563246.21,PLN,src_ted_opendata,file_ted_0044,lot_result:RES-0001,2026-08-19
awd_00142,RES-0001,not_0045,pro_0042,lot_00140,2024-12-12,selec-w,1928.74,EUR,src_ted_opendata,file_ted_0045,lot_result:RES-0001,2026-08-19
awd_00143,RES-0001,not_0046,pro_0043,lot_00141,2000-01-01,selec-w,166,EUR,src_ted_opendata,file_ted_0046,lot_result:RES-0001,2026-08-19
awd_00144,RES-0001,not_0047,pro_0044,lot_00142,2000-01-01,selec-w,37431306.9,PLN,src_ted_opendata,file_ted_0047,lot_result:RES-0001,2026-08-19
awd_00145,RES-0002,not_0047,pro_0044,lot_00143,2000-01-01,selec-w,12716812.08,PLN,src_ted_opendata,file_ted_0047,lot_result:RES-0002,2026-08-19
awd_00146,RES-0003,not_0047,pro_0044,lot_00144,2000-01-01,selec-w,28428312.42,PLN,src_ted_opendata,file_ted_0047,lot_result:RES-0003,2026-08-19
awd_00147,RES-0001,not_0048,pro_0045,lot_00145,2024-12-30,selec-w,646079.4,EUR,src_ted_opendata,file_ted_0048,lot_result:RES-0001,2026-08-19
awd_00148,RES-0001,not_0049,pro_0046,lot_00146,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0049,lot_result:RES-0001,2026-08-19
awd_00149,RES-0002,not_0049,pro_0046,lot_00147,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0049,lot_result:RES-0002,2026-08-19
awd_00150,RES-0001,not_0050,pro_0004,lot_00148,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0050,lot_result:RES-0001,2026-08-19
awd_00151,RES-0001,not_0051,pro_0047,lot_00149,2000-01-01,selec-w,0.10,EUR,src_ted_opendata,file_ted_0051,lot_result:RES-0001,2026-08-19
awd_00152,RES-0001,not_0052,pro_0048,lot_00150,2000-01-01,selec-w,150000000.00,HUF,src_ted_opendata,file_ted_0052,lot_result:RES-0001,2026-08-19
awd_00153,RES-0002,not_0052,pro_0048,lot_00151,2000-01-01,selec-w,60000000.00,HUF,src_ted_opendata,file_ted_0052,lot_result:RES-0002,2026-08-19
awd_00154,RES-0001,not_0053,pro_0049,lot_00152,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0053,lot_result:RES-0001,2026-08-19
awd_00155,RES-0001,not_0054,pro_0050,lot_00153,2000-01-01,selec-w,3932121.15,PLN,src_ted_opendata,file_ted_0054,lot_result:RES-0001,2026-08-19
awd_00156,RES-0001,not_0055,pro_0051,lot_00154,2000-01-01,selec-w,8047512,PLN,src_ted_opendata,file_ted_0055,lot_result:RES-0001,2026-08-19
awd_00157,RES-0001,not_0056,pro_0052,lot_00155,2000-01-01,selec-w,41160,EUR,src_ted_opendata,file_ted_0056,lot_result:RES-0001,2026-08-19
awd_00158,RES-0001,not_0057,pro_0053,lot_00156,2024-10-23,selec-w,486706.00,EUR,src_ted_opendata,file_ted_0057,lot_result:RES-0001,2026-08-19
awd_00159,RES-0002,not_0057,pro_0053,lot_00157,2024-10-23,selec-w,9450.00,EUR,src_ted_opendata,file_ted_0057,lot_result:RES-0002,2026-08-19
awd_00160,RES-0003,not_0057,pro_0053,lot_00158,2024-10-23,selec-w,16337.40,EUR,src_ted_opendata,file_ted_0057,lot_result:RES-0003,2026-08-19
awd_00161,RES-0001,not_0058,pro_0054,lot_00159,2000-01-01,selec-w,540217.44,PLN,src_ted_opendata,file_ted_0058,lot_result:RES-0001,2026-08-19
awd_00162,RES-0001,not_0059,pro_0055,lot_00160,2024-11-26,selec-w,260150,EUR,src_ted_opendata,file_ted_0059,lot_result:RES-0001,2026-08-19
awd_00163,RES-0001,not_0060,pro_0056,lot_00161,2000-01-01,selec-w,1863676.83,PLN,src_ted_opendata,file_ted_0060,lot_result:RES-0001,2026-08-19
awd_00164,RES-0001,not_0061,pro_0057,lot_00162,2000-01-01,selec-w,19504930.00,HUF,src_ted_opendata,file_ted_0061,lot_result:RES-0001,2026-08-19
awd_00165,RES-0000,not_0062,pro_0058,lot_00163,2000-01-01,selec-w,100000.00,EUR,src_ted_opendata,file_ted_0062,lot_result:RES-0000,2026-08-19
awd_00166,RES-0001,not_0062,pro_0058,lot_00164,2000-01-01,selec-w,195000.00,EUR,src_ted_opendata,file_ted_0062,lot_result:RES-0001,2026-08-19
awd_00167,RES-0001,not_0063,pro_0004,lot_00165,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0063,lot_result:RES-0001,2026-08-19
awd_00168,RES-0001,not_0064,pro_0059,lot_00166,2000-01-01,selec-w,434378.4,EUR,src_ted_opendata,file_ted_0064,lot_result:RES-0001,2026-08-19
awd_00169,RES-0001,not_0065,pro_0060,lot_00167,2000-01-01,selec-w,142270.92,EUR,src_ted_opendata,file_ted_0065,lot_result:RES-0001,2026-08-19
awd_00170,RES-0001,not_0066,pro_0061,lot_00168,2000-01-01,selec-w,,,src_ted_opendata,file_ted_0066,lot_result:RES-0001,2026-08-19
awd_00171,RES-0001,not_0067,pro_0062,lot_00169,2000-01-01,selec-w,4062510.72,PLN,src_ted_opendata,file_ted_0067,lot_result:RES-0001,2026-08-19
awd_00172,RES-0001,not_0068,pro_0063,lot_00170,2000-01-01,selec-w,124701660,PLN,src_ted_opendata,file_ted_0068,lot_result:RES-0001,2026-08-19
awd_00173,RES-0001,not_0069,pro_0064,lot_00171,2024-12-10,selec-w,,,src_ted_opendata,file_ted_0069,lot_result:RES-0001,2026-08-19
awd_00174,RES-0001,not_0070,pro_0065,lot_00172,2000-01-01,selec-w,3934999,EUR,src_ted_opendata,file_ted_0070,lot_result:RES-0001,2026-08-19
awd_00175,RES-0001,not_0071,pro_0066,lot_00173,1970-01-01,selec-w,507221,EUR,src_ted_opendata,file_ted_0071,lot_result:RES-0001,2026-08-19
awd_00176,RES-0001,not_0072,pro_0067,lot_00174,2000-01-01,selec-w,89649,EUR,src_ted_opendata,file_ted_0072,lot_result:RES-0001,2026-08-19
awd_00177,RES-0002,not_0072,pro_0067,lot_00175,2000-01-01,selec-w,116797.5,EUR,src_ted_opendata,file_ted_0072,lot_result:RES-0002,2026-08-19
awd_00178,RES-0003,not_0072,pro_0067,lot_00176,2000-01-01,selec-w,57985,EUR,src_ted_opendata,file_ted_0072,lot_result:RES-0003,2026-08-19
awd_00179,RES-0004,not_0072,pro_0067,lot_00177,2000-01-01,selec-w,50768,EUR,src_ted_opendata,file_ted_0072,lot_result:RES-0004,2026-08-19
awd_00180,RES-0005,not_0072,pro_0067,lot_00178,2000-01-01,selec-w,26216,EUR,src_ted_opendata,file_ted_0072,lot_result:RES-0005,2026-08-19
awd_00181,RES-0001,not_0073,pro_0068,lot_00179,0001-01-01,selec-w,339747.72,EUR,src_ted_opendata,file_ted_0073,lot_result:RES-0001,2026-08-19
awd_00182,RES-0001,not_0074,pro_0069,lot_00180,2000-01-01,selec-w,100000,EUR,src_ted_opendata,file_ted_0074,lot_result:RES-0001,2026-08-19
awd_00183,RES-0002,not_0074,pro_0069,lot_00181,2000-01-01,selec-w,400000,EUR,src_ted_opendata,file_ted_0074,lot_result:RES-0002,2026-08-19
awd_00184,RES-0003,not_0074,pro_0069,lot_00182,2000-01-01,selec-w,25000,EUR,src_ted_opendata,file_ted_0074,lot_result:RES-0003,2026-08-19
