award_id,source_award_id,notice_id,procedure_id,lot_id,award_date,award_status,award_value,currency_code,source_id,source_file_id,source_record_id,collected_at
awd_00030,RES-0016,not_0009,pro_0009,lot_00028,2000-01-01,selec-w,564100,RON,src_ted_opendata,file_ted_0009,lot_result:RES-0016,2026-08-19
awd_00031,RES-0001,not_0010,pro_0010,lot_00031,2000-01-01,selec-w,2979099.97,PLN,src_ted_opendata,file_ted_0010,lot_result:RES-0001,2026-08-19
awd_00032,RES-0001,not_0011,pro_0011,lot_00032,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0011,lot_result:RES-0001,2026-08-19
awd_00033,RES-0001,not_0012,pro_0012,lot_00033,2000-01-01,selec-w,1229385,PLN,src_ted_opendata,file_ted_0012,lot_result:RES-0001,2026-08-19
awd_00034,RES-0001,not_0013,pro_0013,lot_00034,2000-01-01,selec-w,51000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0001,2026-08-19
awd_00035,RES-0002,not_0013,pro_0013,lot_00035,2000-01-01,selec-w,23000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0002,2026-08-19
awd_00036,RES-0003,not_0013,pro_0013,lot_00036,2000-01-01,selec-w,153000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0003,2026-08-19
awd_00037,RES-0004,not_0013,pro_0013,lot_00037,2000-01-01,selec-w,208000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0004,2026-08-19
awd_00038,RES-0005,not_0013,pro_0013,lot_00038,2000-01-01,selec-w,339000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0005,2026-08-19
awd_00039,RES-0006,not_0013,pro_0013,lot_00039,2000-01-01,selec-w,630000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0006,2026-08-19
awd_00040,RES-0007,not_0013,pro_0013,lot_00040,2000-01-01,selec-w,336000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0007,2026-08-19
awd_00041,RES-0008,not_0013,pro_0013,lot_00041,2000-01-01,selec-w,630000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0008,2026-08-19
awd_00042,RES-0009,not_0013,pro_0013,lot_00042,2000-01-01,selec-w,343200,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0009,2026-08-19
awd_00043,RES-0010,not_0013,pro_0013,lot_00043,2000-01-01,selec-w,139600,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0010,2026-08-19
awd_00044,RES-0011,not_0013,pro_0013,lot_00044,2000-01-01,selec-w,84000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0011,2026-08-19
awd_00045,RES-0012,not_0013,pro_0013,lot_00045,2000-01-01,selec-w,587287,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0012,2026-08-19
awd_00046,RES-0013,not_0013,pro_0013,lot_00046,2000-01-01,selec-w,690000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0013,2026-08-19
awd_00047,RES-0014,not_0013,pro_0013,lot_00047,2000-01-01,selec-w,215000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0014,2026-08-19
awd_00048,RES-0015,not_0013,pro_0013,lot_00048,2000-01-01,selec-w,139600,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0015,2026-08-19
awd_00049,RES-0016,not_0013,pro_0013,lot_00049,2000-01-01,selec-w,82685,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0016,2026-08-19
awd_00050,RES-0017,not_0013,pro_0013,lot_00050,2000-01-01,selec-w,91805,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0017,2026-08-19
awd_00051,RES-0018,not_0013,pro_0013,lot_00051,2000-01-01,selec-w,53437.5,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0018,2026-08-19
awd_00052,RES-0019,not_0013,pro_0013,lot_00052,2000-01-01,selec-w,367407.4,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0019,2026-08-19
awd_00053,RES-0020,not_0013,pro_0013,lot_00053,2000-01-01,selec-w,88875,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0020,2026-08-19
awd_00054,RES-0021,not_0013,pro_0013,lot_00054,2000-01-01,selec-w,24600,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0021,2026-08-19
awd_00055,RES-0022,not_0013,pro_0013,lot_00055,2000-01-01,selec-w,339000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0022,2026-08-19
awd_00056,RES-0023,not_0013,pro_0013,lot_00056,2000-01-01,selec-w,252000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0023,2026-08-19
awd_00057,RES-0024,not_0013,pro_0013,lot_00057,2000-01-01,selec-w,270000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0024,2026-08-19
awd_00058,RES-0025,not_0013,pro_0013,lot_00058,2000-01-01,selec-w,220000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0025,2026-08-19
awd_00059,RES-0026,not_0013,pro_0013,lot_00059,2000-01-01,selec-w,120000,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0026,2026-08-19
awd_00060,RES-0027,not_0013,pro_0013,lot_00060,2000-01-01,selec-w,311400,PLN,src_ted_opendata,file_ted_0013,lot_result:RES-0027,2026-08-19
awd_00061,RES-0000,not_0014,pro_0014,lot_00061,2000-01-01,selec-w,178986.00,EUR,src_ted_opendata,file_ted_0014,lot_result:RES-0000,2026-08-19
awd_00062,RES-0001,not_0015,pro_0015,lot_00062,2000-01-01,selec-w,77047.2,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0001,2026-08-19
awd_00063,RES-0002,not_0015,pro_0015,lot_00063,2000-01-01,selec-w,21351.6,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0002,2026-08-19
awd_00064,RES-0003,not_0015,pro_0015,lot_00064,2000-01-01,selec-w,51148.8,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0003,2026-08-19
awd_00065,RES-0004,not_0015,pro_0015,lot_00065,2000-01-01,selec-w,6513.98,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0004,2026-08-19
awd_00066,RES-0005,not_0015,pro_0015,lot_00066,2000-01-01,selec-w,4898.88,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0005,2026-08-19
awd_00067,RES-0006,not_0015,pro_0015,lot_00067,2000-01-01,selec-w,167309.28,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0006,2026-08-19
awd_00068,RES-0007,not_0015,pro_0015,lot_00068,2000-01-01,selec-w,69660,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0007,2026-08-19
awd_00069,RES-0008,not_0015,pro_0015,lot_00069,2000-01-01,selec-w,10512.13,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0008,2026-08-19
awd_00070,RES-0009,not_0015,pro_0015,lot_00070,2000-01-01,selec-w,3881.6,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0009,2026-08-19
awd_00071,RES-0010,not_0015,pro_0015,lot_00071,2000-01-01,selec-w,11057.81,PLN,src_ted_opendata,file_ted_0015,lot_result:RES-0010,2026-08-19
awd_00072,RES-0001,not_0016,pro_0016,lot_00072,2024-12-31,selec-w,2867211.6,EUR,src_ted_opendata,file_ted_0016,lot_result:RES-0001,2026-08-19
awd_00073,RES-0000,not_0017,pro_0017,lot_00073,2000-01-01,selec-w,329791.0400,EUR,src_ted_opendata,file_ted_0017,lot_result:RES-0000,2026-08-19
awd_00074,RES-0001,not_0018,pro_0018,lot_00074,2000-01-01,selec-w,496987.65,PLN,src_ted_opendata,file_ted_0018,lot_result:RES-0001,2026-08-19
awd_00075,RES-0001,not_0019,pro_0019,lot_00075,2000-01-01,selec-w,2239196.4,PLN,src_ted_opendata,file_ted_0019,lot_result:RES-0001,2026-08-19
awd_00076,RES-0001,not_0020,pro_0020,lot_00076,2000-01-01,selec-w,1480846.08,PLN,src_ted_opendata,file_ted_0020,lot_result:RES-0001,2026-08-19
awd_00077,RES-0001,not_0021,pro_0004,lot_00077,2000-01-01,clos-nw,,,src_ted_opendata,file_ted_0021,lot_result:RES-0001,2026-08-19
