source_file_id,source_id,original_file_name,stored_file_path,file_format,mime_type,file_size_bytes,sha256,downloaded_at,record_count,column_count,encoding,delimiter,license_status
file_ted_0098,src_ted_opendata,182-2025.xml,raw/ted/xml/182-2025.xml,xml,application/xml,12380,aad1b2da1b289d363198030112b4c74aa0ee332384452b88293b05742b1694ba,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0099,src_ted_opendata,183-2025.xml,raw/ted/xml/183-2025.xml,xml,application/xml,20287,cf8692b8be267fa7649e374ed9e49be38856a5dfbd2c91b9734626f35e95c3e1,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0100,src_ted_opendata,185-2025.xml,raw/ted/xml/185-2025.xml,xml,application/xml,7195,96993de15930ea4773c2f84232c585aab953886597b8d9436820b386dfeeb10e,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0101,src_ted_opendata,186-2025.xml,raw/ted/xml/186-2025.xml,xml,application/xml,17107,097972a31289505e121cdcb3fcb2a60452852cbf6839941eac3aef455e87f36d,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0102,src_ted_opendata,187-2025.xml,raw/ted/xml/187-2025.xml,xml,application/xml,62943,96b92160ee61926988c22e46982f6de2f80d9c6152088fe61657485e759da910,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0103,src_ted_opendata,190-2025.xml,raw/ted/xml/190-2025.xml,xml,application/xml,12378,4e1756ef5d40671acc5ad936f8db0534cd8ae7be8620883c9224427a0f711e5b,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0104,src_ted_opendata,194-2025.xml,raw/ted/xml/194-2025.xml,xml,application/xml,24210,ad6ac5e2f0f2c8c212fe4a8d790c1cfd38d8a998e87e5d1fcba463326fe67cd8,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0105,src_ted_opendata,196-2025.xml,raw/ted/xml/196-2025.xml,xml,application/xml,14472,d93d5b8e7b1f5f4ab69d13d97bda8ebb4a409e9b1ac9c075a2eed3c316a9d0ba,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0106,src_ted_opendata,197-2025.xml,raw/ted/xml/197-2025.xml,xml,application/xml,21589,cd8aab279d8e5418a478afd826bfc197997c73c520a4773b3c47f0a8bc313f25,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0107,src_ted_opendata,198-2025.xml,raw/ted/xml/198-2025.xml,xml,application/xml,21397,789f468eef28a5d9fd0fcb02dc8e3bab3ae80c1f9cf9ad27a7dd64e9177f7b55,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0108,src_ted_opendata,199-2025.xml,raw/ted/xml/199-2025.xml,xml,application/xml,21891,1ebaba1023994e9fa42d9ae766bb64c0002f82095e04cc1a0ce3d6726b6c161a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0109,src_ted_opendata,200-2025.xml,raw/ted/xml/200-2025.xml,xml,application/xml,36969,f4ba1bb3bab00661b032a092558b65539ffd6e76b6641b0a055c0f8aa72a85ce,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0110,src_ted_opendata,202-2025.xml,raw/ted/xml/202-2025.xml,xml,application/xml,12380,04f4b1f39919faa981f7d1f68e13e72e557ca3e5ce553ef0164325c9e4708055,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0111,src_ted_opendata,203-2025.xml,raw/ted/xml/203-2025.xml,xml,application/xml,23822,9e0ea0d99b74d8bd911f8abef5b07ef766be41fc56c92110d7e85761baa2d21c,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0112,src_ted_opendata,205-2025.xml,raw/ted/xml/205-2025.xml,xml,application/xml,19215,c0e0d18d0a9609770f07b4d5928d617980743ac098303d1b087d1d8a1aa14cec,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0113,src_ted_opendata,210-2025.xml,raw/ted/xml/210-2025.xml,xml,application/xml,12380,1303168ebac3cf71c93727e25ef92b496593fc620441773a5900907f3cb1e7c7,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0114,src_ted_opendata,211-2025.xml,raw/ted/xml/211-2025.xml,xml,application/xml,80091,1359e521d8c2e105d778cdf2132d135a451095095b85ce89d9f2ddddb74d0340,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0115,src_ted_opendata,212-2025.xml,raw/ted/xml/212-2025.xml,xml,application/xml,141335,9ad43b811a9b6c441bf16215e0d1aea1863b56cbd319431f2c1e54752e7ee091,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0116,src_ted_opendata,215-2025.xml,raw/ted/xml/215-2025.xml,xml,application/xml,12243,6f9b79f2a9854494b6b55d3a68d0cc1ea18503767599cde63e967096e430c19d,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0117,src_ted_opendata,216-2025.xml,raw/ted/xml/216-2025.xml,xml,application/xml,104544,a7bf17bec775406d20e836da240d6348fd3265f7ebacc2fbf538d9be08182159,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0118,src_ted_opendata,217-2025.xml,raw/ted/xml/217-2025.xml,xml,application/xml,12380,d58fd97b6b613685b196ce9a6dccea5f9b8b7e1f756ee2d5ce538cbfcf1c1f5f,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0119,src_ted_opendata,218-2025.xml,raw/ted/xml/218-2025.xml,xml,application/xml,23961,0324783dcac5b978aa223f7b01012f45603a2a52ef7ae84671e67c13d51260d5,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0120,src_ted_opendata,219-2025.xml,raw/ted/xml/219-2025.xml,xml,application/xml,51006,807d426fe284415616dc93edbcdbbb05b083ceb2b8a1e3e2ec4a331c06399319,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0121,src_ted_opendata,224-2025.xml,raw/ted/xml/224-2025.xml,xml,application/xml,126134,485dea7289250f8eaede76f508eaf4c569f402b35bdf2c17d407e92ba4793469,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0122,src_ted_opendata,225-2025.xml,raw/ted/xml/225-2025.xml,xml,application/xml,19447,45d5302e22c409da1f416b2bd632eaf3f7f35c35db9790abe3e5dbcf29a2198a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0123,src_ted_opendata,230-2025.xml,raw/ted/xml/230-2025.xml,xml,application/xml,24432,a588580327049d1c2a585b4bcf9d5835cf73286c0d82ee4e81c5a202b4116083,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0124,src_ted_opendata,231-2025.xml,raw/ted/xml/231-2025.xml,xml,application/xml,390289,01bbcae28a98173db657c6c1c331b3069729b9845a8766d1fbc82ae733f9c477,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0125,src_ted_opendata,234-2025.xml,raw/ted/xml/234-2025.xml,xml,application/xml,111864,b03a34514bcfe10fd6b4a38e710587fda6e9151d3cfc183180dce65dd86a9f72,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0126,src_ted_opendata,235-2025.xml,raw/ted/xml/235-2025.xml,xml,application/xml,17465,8030da88ec8e5d8d11f5a01f2d7b142f460f3bbc9a8463ce4a974463ab5e4953,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0127,src_ted_opendata,239-2025.xml,raw/ted/xml/239-2025.xml,xml,application/xml,67088,7ad9147506b533a94bb3f11aaca76c91cd89b698a805b4659be15e37769aec56,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0128,src_ted_opendata,240-2025.xml,raw/ted/xml/240-2025.xml,xml,application/xml,92287,146b30a20f36294d954d626352e5b81cae1300a412d69efd9959f896bf15ae80,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0129,src_ted_opendata,242-2025.xml,raw/ted/xml/242-2025.xml,xml,application/xml,25885,ac0a61ec419ac97500db0454b934851076d34706d7e9bd5db02b8820c32682d1,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0130,src_ted_opendata,243-2025.xml,raw/ted/xml/243-2025.xml,xml,application/xml,44419,841b5acc0e8d3a465ffc073173fbe9126fe56f7e56ddd66f27d61927abbbdfb3,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0131,src_ted_opendata,245-2025.xml,raw/ted/xml/245-2025.xml,xml,application/xml,51438,f93c0ef087641944166dccdcfbd9c081b5cf812ab9fd8a13970f58303f8605f2,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0132,src_ted_opendata,250-2025.xml,raw/ted/xml/250-2025.xml,xml,application/xml,14132,faee0612e8cdf01197e9956c4513fc3ac9ae34b33b6f3914296f5e4687e2ffbf,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0133,src_ted_opendata,252-2025.xml,raw/ted/xml/252-2025.xml,xml,application/xml,14545,19ece55fb60107b20c56af830089ed072621bc9791c4819bba9633ded4944cd1,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0134,src_ted_opendata,254-2025.xml,raw/ted/xml/254-2025.xml,xml,application/xml,25140,40e2fd68a66f96aafe91789ce3736c2ad403c226fd6161e72ac86581cde3a76f,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0135,src_ted_opendata,259-2025.xml,raw/ted/xml/259-2025.xml,xml,application/xml,77720,3cbf7e2527c391c2407bf5474ca700a5f04901c170925e743bbad9b7d123e5e6,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0136,src_ted_opendata,260-2025.xml,raw/ted/xml/260-2025.xml,xml,application/xml,57158,885bbb306e1a91d0cf6fda17e9a52ce8b641b0c919f9a5d8684032847fb882e2,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0137,src_ted_opendata,264-2025.xml,raw/ted/xml/264-2025.xml,xml,application/xml,25524,822e64fa4196f4aca4b480654e9312b61a6b8fd04af0fc645551cb9dcf161c35,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0138,src_ted_opendata,265-2025.xml,raw/ted/xml/265-2025.xml,xml,application/xml,40440,4029131e5d877d84022866d768603d73e362a165a8e6d2c6baaa3afd59d230be,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0139,src_ted_opendata,267-2025.xml,raw/ted/xml/267-2025.xml,xml,application/xml,92084,6242778a46b0715b2f523d8c86d241d5c41232e79055ee71ddde14b428ab1308,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0140,src_ted_opendata,268-2025.xml,raw/ted/xml/268-2025.xml,xml,application/xml,25255,a61dadecacf9ac54fd1ea1b3fbe6b71bcd935754f5f8b3cacb65647a78e9b6f2,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0141,src_ted_opendata,269-2025.xml,raw/ted/xml/269-2025.xml,xml,application/xml,17155,b718ecb9c633afae4bae3604cb229cc74a4c0d83db98c3240e5c769bfec3e86f,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0142,src_ted_opendata,270-2025.xml,raw/ted/xml/270-2025.xml,xml,application/xml,24417,2fa1ce6ecda54940df86350437ba4e3157ac48b48e6d37138e96370f92c1d0da,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0143,src_ted_opendata,271-2025.xml,raw/ted/xml/271-2025.xml,xml,application/xml,12378,6910fb361d466df520909b965cd6a1ddd416175a1f092a5f9bf491ad932bb784,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0144,src_ted_opendata,272-2025.xml,raw/ted/xml/272-2025.xml,xml,application/xml,22378,d923d01d0e1656869ae3e9c4248ed935eaa4a04f9fc41001a36c1255cf54b4f7,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0145,src_ted_opendata,273-2025.xml,raw/ted/xml/273-2025.xml,xml,application/xml,198472,a8cf2e7874c8f63e271cae493d48417fc37679f20cce78524ef29d50359f47c0,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0146,src_ted_opendata,278-2025.xml,raw/ted/xml/278-2025.xml,xml,application/xml,24428,4e388b9d737a82933fcdbbf98a224e2f6bd3e4172afac82905f9464d67aa7460,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0147,src_ted_opendata,279-2025.xml,raw/ted/xml/279-2025.xml,xml,application/xml,21010,3a7b24f3c9d1cb3c141b71a6fab0f69de471ef9fbd59ec56b9ac5a9592c7eb5b,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0148,src_ted_opendata,281-2025.xml,raw/ted/xml/281-2025.xml,xml,application/xml,40577,a9474bdac487202b7f829d93477578d39660659b8b2581d88cb956b2afe100ac,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0149,src_ted_opendata,282-2025.xml,raw/ted/xml/282-2025.xml,xml,application/xml,29048,9eb8206285c544475b5676d2037a977418426c7822c7f953dcda83cc4c4854d9,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0150,src_ted_opendata,284-2025.xml,raw/ted/xml/284-2025.xml,xml,application/xml,63786,95e60bffecab8dd413c5feee5fc4470b6eb20b9716dd36fb45143b7d6b0054fe,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0151,src_ted_opendata,285-2025.xml,raw/ted/xml/285-2025.xml,xml,application/xml,36363,dffd247bdd412555a60d356934a97e819d8c399b38b9aea9a005dbc455df4631,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0152,src_ted_opendata,286-2025.xml,raw/ted/xml/286-2025.xml,xml,application/xml,45168,fa31d216bf6b6c72beeba36cdee1cb21f16b501274daa848383020e89063674a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0153,src_ted_opendata,287-2025.xml,raw/ted/xml/287-2025.xml,xml,application/xml,26793,f37e7e2c2169136f6e483baeedf56b3c4bd79251d21707f044dd98f9f78bb6bf,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0154,src_ted_opendata,290-2025.xml,raw/ted/xml/290-2025.xml,xml,application/xml,34151,dac898972d81c6cb7e5c4b1c0c9a2c4c40fabcb0e6a646c3f6636810aceef3d5,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0155,src_ted_opendata,291-2025.xml,raw/ted/xml/291-2025.xml,xml,application/xml,20678,a854931c78944666abe8e5f190c20546eea26c4a31df7b571a8a222ee2d84f3a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0156,src_ted_opendata,292-2025.xml,raw/ted/xml/292-2025.xml,xml,application/xml,8931,57c858ec26eff7ea5592d7e62254b3a38c044aa46b89943eca5a1a9b9e910936,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0157,src_ted_opendata,294-2025.xml,raw/ted/xml/294-2025.xml,xml,application/xml,21520,5dca0b72e107a912247dc27a709e873205a08001d74c6a0afa519c6bc2b4fe36,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0158,src_ted_opendata,297-2025.xml,raw/ted/xml/297-2025.xml,xml,application/xml,24512,02adfb5bcb34b1b3a8d77f67476d7da7b69ea03e92659228420e4f07d35826e7,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0159,src_ted_opendata,301-2025.xml,raw/ted/xml/301-2025.xml,xml,application/xml,16229,714c6b2e3589deec8f73dfd5141b86272d7ca98d107d1d08672adb07794fcae2,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0160,src_ted_opendata,302-2025.xml,raw/ted/xml/302-2025.xml,xml,application/xml,19715,5b933191964869adb9915fed5326f5987c8d46a9f108734f13ca28026219e789,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0161,src_ted_opendata,303-2025.xml,raw/ted/xml/303-2025.xml,xml,application/xml,21214,d6095e5c3068f521e4a49d21c0b25ac2167f25aca2a104356e0e1d20ce6aed86,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0162,src_ted_opendata,304-2025.xml,raw/ted/xml/304-2025.xml,xml,application/xml,17865,7ceece1aca93e1805133b25dd68f17230e875aa8c9750ec5c9576c5b505354bd,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0163,src_ted_opendata,305-2025.xml,raw/ted/xml/305-2025.xml,xml,application/xml,43059,dc4e4da9d0cea609850d2fd5d0de2225ca79d54ee8f01663356dfb4c38bcf6bd,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0164,src_ted_opendata,306-2025.xml,raw/ted/xml/306-2025.xml,xml,application/xml,206446,6d800811fed68847f839bdb53d11c716fb5f2e041cef97c4d261cdec8611d787,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0165,src_ted_opendata,307-2025.xml,raw/ted/xml/307-2025.xml,xml,application/xml,12380,1dbd94b16cd19dc10a51fe199b271315b551d33f67f18165f490c736dac843f5,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0166,src_ted_opendata,309-2025.xml,raw/ted/xml/309-2025.xml,xml,application/xml,24563,35cd4184d5e07adcb10467b4d1fc65a4ea8e2191607035d60ce362c4082d2e9c,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0167,src_ted_opendata,313-2025.xml,raw/ted/xml/313-2025.xml,xml,application/xml,17068,c2e4f2cc0c88a52810842b63c9c3ba9077ca7bce52faeb92e67031d6c1c09c93,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0168,src_ted_opendata,317-2025.xml,raw/ted/xml/317-2025.xml,xml,application/xml,287988,5d4bec71293c71504c2baf49214f9ffd629c9cbaa4e087046bb60b195707e7b2,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0169,src_ted_opendata,318-2025.xml,raw/ted/xml/318-2025.xml,xml,application/xml,44224,32b11d69c81afcb2261f13ee5cf0dada62af099c50a471b708d281d308dc6c3a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0170,src_ted_opendata,321-2025.xml,raw/ted/xml/321-2025.xml,xml,application/xml,134192,62b1e837b90460dd7b77bb44e5b12c7257a54e3ab5933d7bf1c54554b8a287ff,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0171,src_ted_opendata,324-2025.xml,raw/ted/xml/324-2025.xml,xml,application/xml,24208,497fe7e0074f58b5da463d9ecb8f4b62ac3f77c5a49e9f49cd6c3d4f943da54b,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0172,src_ted_opendata,325-2025.xml,raw/ted/xml/325-2025.xml,xml,application/xml,16776,e535abcdbec2bdc222aa3ef0870bf027c08658fba7fd11db8baaba4182c3590a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0173,src_ted_opendata,327-2025.xml,raw/ted/xml/327-2025.xml,xml,application/xml,22883,db9316c0b644ab0a1895fd85acd3af53aa0e884717e273f4e97ef47ca1f8590f,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0174,src_ted_opendata,328-2025.xml,raw/ted/xml/328-2025.xml,xml,application/xml,32311,b681b8c98e8f06da38482cc3ec7c0cb16950c6ea8f0769ea81a1023921e94b61,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0175,src_ted_opendata,330-2025.xml,raw/ted/xml/330-2025.xml,xml,application/xml,12380,c3ef2d4dc4cb9280aa8c38514d1f55943be4806c9fd3e5196e24658bfbca68a6,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0176,src_ted_opendata,332-2025.xml,raw/ted/xml/332-2025.xml,xml,application/xml,22712,37e09a27331a5fb2a6c18a1b69e8da816bb8f3c59c8f5a5d323f47bd6ca85fe8,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0177,src_ted_opendata,335-2025.xml,raw/ted/xml/335-2025.xml,xml,application/xml,12178,dc3badc6909a76286153a13851e296b88a7bab5a162008dc36f2f553aebafbd1,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0178,src_ted_opendata,336-2025.xml,raw/ted/xml/336-2025.xml,xml,application/xml,17881,37e4f63fd0177b95e8c4670d068581959b1d4d8d1a82f81f61bc539d7cade62b,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0179,src_ted_opendata,339-2025.xml,raw/ted/xml/339-2025.xml,xml,application/xml,19088,39ddd42bbaa3fc47ac7982f5b0986755591aeba1073ffa9aa8dc36a34cc965bf,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0180,src_ted_opendata,340-2025.xml,raw/ted/xml/340-2025.xml,xml,application/xml,22627,18a49d58cc1b2fce9b55eb80deb7a9fe34e2104647b260ac627dc1bf07fc6981,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0181,src_ted_opendata,347-2025.xml,raw/ted/xml/347-2025.xml,xml,application/xml,17201,657044ad36d27e13001f9abf942084c358da3c7fde03f9454283625c14e14c39,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0182,src_ted_opendata,355-2025.xml,raw/ted/xml/355-2025.xml,xml,application/xml,23348,08cbed18d0cb8f3fc76b7080be638a39a521ba687fdb3a9fc4d21b46b17edcfc,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0183,src_ted_opendata,357-2025.xml,raw/ted/xml/357-2025.xml,xml,application/xml,49127,ed533de7e7d2acb37528a029754dbc47e683a9aa2a7ca1a4c0c7644f676e27ee,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0184,src_ted_opendata,359-2025.xml,raw/ted/xml/359-2025.xml,xml,application/xml,202729,12867509a8f5e477eec35646c8b76c49d73dbb19f7b5ec4dd26ffead20269aa1,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0185,src_ted_opendata,361-2025.xml,raw/ted/xml/361-2025.xml,xml,application/xml,21650,15fd0597038a1d1ed5ef79506d2e2095f92792d59fa7f3fefdc204586f207f9f,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0186,src_ted_opendata,366-2025.xml,raw/ted/xml/366-2025.xml,xml,application/xml,18756,d50d91d779e5a0c45fe0dbefeb1e0de573934b3ccd64444c676257be150c0078,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0187,src_ted_opendata,367-2025.xml,raw/ted/xml/367-2025.xml,xml,application/xml,24391,93b3d591afa34df15c366f33f3c705a9a0202196682b18c1513fbdc9777759ab,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0188,src_ted_opendata,368-2025.xml,raw/ted/xml/368-2025.xml,xml,application/xml,10611,3b97f5e9d95536b3da1fa66d8eb5d84ba37b9a69525374830e65e64ecb8096dc,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0189,src_ted_opendata,369-2025.xml,raw/ted/xml/369-2025.xml,xml,application/xml,24984,51a0912b70622f0784380ab8c60fb079d173d1aae746d0c6d62386f66d8cb431,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0190,src_ted_opendata,371-2025.xml,raw/ted/xml/371-2025.xml,xml,application/xml,22376,a26bcb7daf40adad7436271a81594c342cc495e9460dac5d085168b3f3c8dbac,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0191,src_ted_opendata,372-2025.xml,raw/ted/xml/372-2025.xml,xml,application/xml,19570,f148dbdc583c361db4e20a6d01ce5251274e4b3b2752fc8a0c7148498692ddeb,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0192,src_ted_opendata,373-2025.xml,raw/ted/xml/373-2025.xml,xml,application/xml,12838,683fc127b94c998c06cff2a72d88db895ea307a1c64c00216de6f56db329c477,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0193,src_ted_opendata,377-2025.xml,raw/ted/xml/377-2025.xml,xml,application/xml,52684,393cc1d85ddc7ff9cb6ee0c1a55e25893e00b0966e0e0c4a8d5f0f4a99c21855,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0194,src_ted_opendata,379-2025.xml,raw/ted/xml/379-2025.xml,xml,application/xml,97669,f38caf9887be6f74702ea7c68354c18ca08a8421cca15798c1173911d80d769f,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0195,src_ted_opendata,381-2025.xml,raw/ted/xml/381-2025.xml,xml,application/xml,97291,a9b9ff32eebf2e4b16b5281e93e24db21d6cb35f2a0cf3980c656d91d0caedbe,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0196,src_ted_opendata,382-2025.xml,raw/ted/xml/382-2025.xml,xml,application/xml,53344,dcd95f7c5641c450fe852e3f8a9f0aff60d35150ed6a83bdb91a9c9cf6629878,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0197,src_ted_opendata,384-2025.xml,raw/ted/xml/384-2025.xml,xml,application/xml,21814,941fac00e8d335de39e0737d10177d0e2ed8c0391db0772a61925dfa343f603e,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0198,src_ted_opendata,386-2025.xml,raw/ted/xml/386-2025.xml,xml,application/xml,34679,2552b037a9e9b1f62bc5f89534bf0196bbe07f4011299d7db6d9f3e80f1efbc8,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0199,src_ted_opendata,390-2025.xml,raw/ted/xml/390-2025.xml,xml,application/xml,24758,4d09704f329a2121fa6271260c57758f08c3709817ea496cd0a0837c2456c5fb,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0200,src_ted_opendata,392-2025.xml,raw/ted/xml/392-2025.xml,xml,application/xml,37001,770abe66e3791d391ab80dd4722abce0b885fca991d75230d8484d7056bae3b8,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0201,src_ted_opendata,394-2025.xml,raw/ted/xml/394-2025.xml,xml,application/xml,30415,2af9691d4c099011c7ccf2159fe001f820a5a9fd56187a3799b7b6661964a153,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0202,src_ted_opendata,396-2025.xml,raw/ted/xml/396-2025.xml,xml,application/xml,151385,9420c17b62ecac16a87b6f197bbe438acb671685676b408868ea289111206d99,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0203,src_ted_opendata,397-2025.xml,raw/ted/xml/397-2025.xml,xml,application/xml,39260,06a374a1a2754cd84e3b713a68aedcf722168a6f9effb716f615eafffdf008ab,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0204,src_ted_opendata,400-2025.xml,raw/ted/xml/400-2025.xml,xml,application/xml,18234,75b813b43f0461ce4e4cc43e8053cc3a57078821c482daefda4520192806c683,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0205,src_ted_opendata,401-2025.xml,raw/ted/xml/401-2025.xml,xml,application/xml,19830,c1f1bab003fd9cdca964999f3c03f78f8fd07d134f4578256f5cd266b2a11389,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0206,src_ted_opendata,402-2025.xml,raw/ted/xml/402-2025.xml,xml,application/xml,22595,75ccd5dc011771236ad1870947e7a4153df0c6a689fe0071a9867413cb0c0105,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0207,src_ted_opendata,403-2025.xml,raw/ted/xml/403-2025.xml,xml,application/xml,38282,71037aef34297b1fd3c4432802782802b85e7dc81d7e686a035200b10c60949a,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0208,src_ted_opendata,404-2025.xml,raw/ted/xml/404-2025.xml,xml,application/xml,16403,1531417d71a98b239da4f1284110048bc5db8a10c5359ac0bf97ab7186880573,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0209,src_ted_opendata,405-2025.xml,raw/ted/xml/405-2025.xml,xml,application/xml,18555,3f1834c8e4b48e364971f6ec1064c0c6a013af68d8e323deda4212d3c59ce4f5,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0210,src_ted_opendata,407-2025.xml,raw/ted/xml/407-2025.xml,xml,application/xml,24666,2959f645e0a24ffc2d61939e594b7b7b5cf7aa53837582f8b6a22e4843239bf6,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0211,src_ted_opendata,408-2025.xml,raw/ted/xml/408-2025.xml,xml,application/xml,11549,56c32a83a373942d43caa86ee95e97a530d383ad0a599fd1b74fb81e75f7f4da,2026-08-19,1,,utf-8,,open_with_attribution
file_ted_0212,src_ted_opendata,409-2025.xml,raw/ted/xml/409-2025.xml,xml,application/xml,24787,d2326c00a23fbe5a636ae429e36823c4dc5270454b6a6876a0efff68524c918d,2026-08-19,1,,utf-8,,open_with_attribution
